GROUP WARANTY,MAIN PRODUCT,TYPE,GROUP,SERIES,SUB SERIES,Thai / Asia (Except Japan),,,Europe / Japan / USA / Australia,,,Item number,Property,Product name,Search name,Item remark,Text production,Production pool,Item group,Unit
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-295TRCJ-14-889,889,GAS TOP LINE,HO\CBR 250 R '11-15,,M-MH/TO.10x30 Z-UPPER NUT 0/-/-/-/- /BO.FORK 32x10MM./ HOSE-/270/0/0/300/B-B/PRE-10 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-295TRCL-03-859,859,GAS TOP LINE,HO\CBR400 RR (NC29) '92,ไม่มี SPEC องศาและความยาวสาย 2-05-17,M-MH/TO.10x28/BO.10x39 RL+10/สายขัน 225 องศา L=450 /PRE-15 /REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-295TRCL-35-858,858,GAS TOP LINE,SUZ\RG 200 F GAMMA '92,,M-MH/TO.10x30/BO.FORK 30x10MM./ HOSE-/225/0/0/500/B-B/PRE-12/REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-295TRCL-35-859,859,GAS TOP LINE,SUZ\RG 200 F GAMMA '92,,M-MH/TO.10x30/BO.FORK 30x10MM./ HOSE-/225/0/0/500/B-B/PRE-12/REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-300TRCL-19-858,858,GAS TOP LINE,YAM\SXR 400/600 '90,,M-H/TO.12x34+36 Z-NUT/BO.12x54+56 /PRE-10 /REB-15/HOSE 0/210/90/0/520/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-300TRCL-19-859,859,GAS TOP LINE,YAM\SXR 400/600 '90,,M-H/TO.12x34+36 Z-NUT/BO.12x54+56 /PRE-10 /REB-15/HOSE 0/210/90/0/520/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-300TRCL-23-858,858,GAS TOP LINE,MUZ\SKORPION 660 '94-02,,M-H/TO.12x40/BO.FORK 30x12MM./PRE-17/REB-15/DEGREE -/90/270/0/300/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-300TRCL-23-859,859,GAS TOP LINE,MUZ\SKORPION 660 '94-02,ECR001290,M-H/TO.12x40/BO.FORK 30x12MM./PRE-17/REB-15/DEGREE -/90/270/0/300/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-300TRCL-44-858,858,GAS TOP LINE,HO\NSR 250 '90-92,,M-SP/TO.12x25 Z-NUT/BO.10x39/REB-15/PRE-8/องศา270/135/0/0/350/BB ปรับเกลียวขึ้น 5 MM. (NEW HOSE),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-300TRCL-44-859,859,GAS TOP LINE,HO\NSR 250 '90-92,BOM OK. ลูกค้าแจ้งปรับองศา 27-06-17 (องศาสาย MAX ได้ 135),M-SP/TO.12x25 Z-NUT/BO.10x39/REB-15/PRE-8/องศา270/135/0/0/350/BB ปรับเกลียวขึ้น 5 MM. (NEW HOSE),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-305TRC-36-858,858,GAS TOP LINE,SUZ\GOOSE 350 '91>,,M-M/TO.10x30 H+20/BO.FORK 30x10/PRE-10/REB-15/HOSE -/270/180/0/350/BB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-305TRC-36-859,859,GAS TOP LINE,SUZ\GOOSE 350 '91>,,M-M/TO.10x30 H+20/BO.FORK 30x10/PRE-10/REB-15/HOSE -/270/180/0/350/BB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-305TRCL-23-858,858,GAS TOP LINE,SUZ\GSF 1200 BANDIT '96-00,,M-MH/TO.10x30/BO.FORK 30x10MM./PRE-16/REB-15/HOSE -/90/0/0/550/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-305TRCL-23-859,859,GAS TOP LINE,SUZ\GSF 1200 BANDIT '96-00,ทำใหม่ เนื่องจาก IT ดึงไปโปรแกรมใหม่ไม่หมด,M-MH/TO.10x30/BO.FORK 30x10MM./PRE-16/REB-15/HOSE -/90/0/0/550/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-310TRC-08-859,859,GAS TOP LINE,SUZ\GSXR 750 '90-91,ไม่มี SPEC องศาและความยาวสาย 2-05-17,M-MH/TO.10x30/BO.FORK 30x10MM. /REB-15/PRE-18 ไม่มี SPEC องศาและความยาวสาย 2-05-17,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-310TRCL-65-858,858,GAS TOP LINE,APR\RS 250 '95-02,,M-SP-H/TO.10x30/BO.FORK 26xM10/PRE-7/REB-20/COM-L-20/HOSE -/240/30/330/450/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCJ-13-858,858,GAS TOP LINE,YAM\RD 350 LC '80-83/ RZ 350 LC '75-89/ RD 250 LC '80-83/ RZ 250 LC '75-83,,M-SP/TO.12x40-Z-NUT/BO.12x46/48 / DEGREE 0/135/0/90/320/BB /PRE-12 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCJ-13-859,859,GAS TOP LINE,YAM\RD 350 LC '80-83/ RZ 350 LC '75-89/ RD 250 LC '80-83/ RZ 250 LC '75-83,,M-SP/TO.12x40-Z-NUT/BO.12x46/48 / DEGREE 0/135/0/90/320/BB /PRE-12 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCJ-13-888,888,GAS TOP LINE,YAM\RD 350 LC '80-83/ RZ 350 LC '75-89/ RD 250 LC '80-83/ RZ 250 LC '75-83,,M-SP/TO.12x40 Z-NUT/BO.12x47=46+48/DEGREE 0/135/0/90/320/BB/PRE-12/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCJ-13-889,889,GAS TOP LINE,YAM\RD 350 LC '80-83/ RZ 350 LC '75-89/ RD 250 LC '80-83/ RZ 250 LC '75-83,,M-SP/TO.12x40 Z-NUT/BO.12x47=46+48/DEGREE 0/135/0/90/320/BB/PRE-12/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCJ-20-858,858,GAS TOP LINE,KAW\ZX 250 NINJA 250 '08-14/NINJA 300 '13-16/NINJA 250 SL '15-16 L.5,,M-MH/TO.12x30/BO.FORK 32x12MM./องศา 0/ 270/0/225/460/BB/PRE-7 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCJ-20-859,859,GAS TOP LINE,KAW\ZX 250 NINJA 250 '08-14/NINJA 300 '13-16/NINJA 250 SL '15-16 L.5,,M-MH/TO.12x30/BO.FORK 32x12MM./องศา 0/ 270/0/225/460/BB/PRE-7 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCL-26-858,858,GAS TOP LINE,HYO\GT 650 S / R '05-09,,M-SP/TO.10x30/BO. FORK 30x10MM.สาย -/90/0/0/300/B-B /PRE-10 /REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCL-26-859,859,GAS TOP LINE,HYO\GT 650 S / R '05-09,,M-SP/TO.10x30/BO. FORK 30x10MM.สาย -/90/0/0/300/B-B /PRE-10 /REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCL-65-858,858,GAS TOP LINE,SUZ\RGV 250 GAMMA '89-93,,M-M/TO.10x30/BO.FORK 30x10MM./PRE-14/REB-15/HOSE-/225/0/0/600/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCL-65-859,859,GAS TOP LINE,SUZ\RGV 250 GAMMA '89-93,,M-M/TO.10x30/BO.FORK 30x10MM./PRE-14/REB-15/HOSE-/225/0/0/600/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCL-77-858,858,GAS TOP LINE,KAW\ ZX-4 '88,,M-MH/TO.12x28/BO.FORK 30x12MM./PRE-4/REB-15/COM-15/HOSE -/-/180/0/450/RB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-315TRCL-77-859,859,GAS TOP LINE,KAW\ ZX-4 '88,,M-MH/TO.12x28/BO.FORK 30x12MM./PRE-4/REB-15/COM-15/HOSE -/-/180/0/450/RB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCJ-13-858,858,GAS TOP LINE,KAW\ZX 250 R NINJA '08-12/NINJA 250 SL '15-16/NINJA 300 '13-16,,M-MH/TO.12x30/BO.FORK 32x12MM./องศา 0/ 270/0/225/460/BB/PRE-7 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCJ-13-859,859,GAS TOP LINE,KAW\ZX 250 R NINJA '08-12/NINJA 250 SL '15-16/NINJA 300 '13-16,,M-MH/TO.12x30/BO.FORK 32x12MM./องศา 0/ 270/0/225/460/BB/PRE-7 /REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCJ-60-858,858,GAS TOP LINE,CUSTOM\ORIGINAL,,M-M/TO.10x24/BO.10x24/PRE-5/REB-15/COM-15/HOSE -/210/0/0/300/BB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCL-13-858,858,GAS TOP LINE,KAW\ZX 250 NINJA 250 '08-13/NINJA 300 '13-16/NINJA 250 SL '15-16,,M-MH/TO.12x30/BO.FORK 32x12MM./องศา 0/ 270/0/225/460/BB/PRE-7 /REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCL-13-859,859,GAS TOP LINE,KAW\ZX 250 NINJA 250 '08-13/NINJA 300 '13-16/NINJA 250 SL '15-16,,M-MH/TO.12x30/BO.FORK 32x12MM./องศา 0/ 270/0/225/460/BB/PRE-7 /REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCL-48-858,858,GAS TOP LINE,YAM\XTZ 125 '04>,,M-H/TO.12x40/BO.12x30/PRE-14/REB-15/HOSE -/135/0/45/160/BB/ปรับเกลียวขึ้น 5 MM. (NEW HOSE),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-320TRCL-48-859,859,GAS TOP LINE,YAM\XTZ 125 '04>,,M-H/TO.12x40/BO.12x30/PRE-14/REB-15/HOSE -/135/0/45/160/BB/ปรับเกลียวขึ้น 5 MM. (NEW HOSE),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-340TRCJ-27-858,858,GAS TOP LINE,SUZ\DJEBEL 125 '93-96,,M-M/TO.10x30/BO.10x21/PRE-10/REB-15/COM-15/HOSE -/225/0/180/300/BB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-340TRCJ-27-859,859,GAS TOP LINE,SUZ\DJEBEL 125 '93-96,,M-M/TO.10x30/BO.10x21/PRE-10/REB-15/COM-15/HOSE -/225/0/180/300/BB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-360TRCL-08-858,858,GAS TOP LINE,CYCLE CROSS\ GPX-DIPER-125,,M-MH/TO.10x20/BO.FORK 26xM10/องศา -/225/0/0/300/BB/PRE-10/REB-15/COM-S/แถม WASHER/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-360TRCL-08-859,859,GAS TOP LINE,CYCLE CROSS\ GPX-DIPER-125,,M-MH/TO.10x20/BO.FORK 26xM10/องศา -/225/0/0/300/BB/PRE-10/REB-15/COM-S/แถม WASHER/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-365TRCJ-11-858,858,GAS TOP LINE,YAM\SEROW 225 '96-11,,M-SP/TO.12x40 Z-UPPER NUT 0/-/-/-/- /BO.FORK 36x28x35x10MM./PRE-12/REB-15/COM-15/HOSE-/-/180/0/500/RB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-365TRCJ-11-859,859,GAS TOP LINE,YAM\SEROW 225 '96-11,,M-SP/TO.12x40 Z-UPPER NUT 0/-/-/-/- /BO.FORK 36x28x35x10MM./PRE-12/REB-15/COM-15/HOSE-/-/180/0/500/RB,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-405TRCL-05-858,858,GAS TOP LINE,KAW\D-TRACKER 125 '08>/KLX 125 '08,,M-M/TO.10x22/BO.FORK 22xM10/องศา -/120/315/330/300/BB /PRE-7/REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-405TRCL-05-859,859,GAS TOP LINE,KAW\D-TRACKER 125 '08>/KLX 125 '08,,M-M/TO.10x22/BO.FORK 22xM10/องศา -/120/315/330/300/BB /PRE-7/REB-15/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-460TRCJ-12-858,858,GAS TOP LINE (FOR 65-85 KG.),KAW\KLX 230 '19,,M-M/TO.10x27 OFFSET 2 MM.-Z-NUT+O-EYE+20/BO.FORK W-SIDE 23x38x75xM10/PRE-10/REB-15/COM-L 15/HOSE 90/180/180/0/700/BB(TOP EYE ใส่กาวก่อนล็อคทอร์ค),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX366-460TRCJ-12-859,859,GAS TOP LINE,KAW\KLX 230 '19,BOM OK 19-03-20 /SPRING ID 5356-54-245 เพื่อป้องกัน SPRING เบียดกระบอก และ เพิ่มความยาว RESERVOIR,M-M/TO.10x27 OFFSET 2 MM.-Z-NUT+O-EYE+20/BO.FORK W-SIDE 23x38x75xM10/PRE-10/REB-15/COM-L 15/HOSE 90/180/180/0/700/BB(TOP EYE ใส่กาวก่อนล็อคทอร์ค),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-275TRC-16-858,858,GAS TOP LINE,KAW\KR1 250 '88-89 /KR1S 250 '90-92,16/09/20 แก้ไของศา จาก 150 เป็น 130,M-SP/C10/R-SP/TO.12x28/BO.FORK 28x12/COM-L-15/HOSE -/130/90/0/500/BB/PRE-6/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-275TRC-16-859,859,GAS TOP LINE,KAW\KR1 250 '88-89 /KR1S 250 '90-92,16/09/20 แก้ไของศา จาก 150 เป็น 130,M-SP/C10/R-SP/TO.12x28/BO.FORK 28x12/COM-L-15/HOSE -/130/90/0/500/BB/PRE-6/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-275TRCJ-05-858,858,GAS TOP LINE,HO\CBX 550 F '82-85/ FII '82-85,,M-C40/R60/TO.10x40/BO.10x50/HOSE -/90/0/0/265/BB /PRE-16/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-275TRCJ-05-859,859,GAS TOP LINE,HO\CBX 550 F '82-85/ FII '82-85,BOM OK. 26-06-17 SEAL BLOCK STD.,M-C40/R60/TO.10x40/BO.10x50/HOSE -/90/0/0/265/BB /PRE-16/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-285TRC-03-858,858,GAS TOP LINE,HO\CBR 900 RR FIRE BLADE '00-01,,M-C30/R50/TO.10x29=28+30/BO.10x39=38+40/องศา 250/0/0/300/BB /PRE-10/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-285TRC-03-859,859,GAS TOP LINE,HO\CBR 900 RR FIRE BLADE '00-01,BOM OK. 26-06-17 SEAL BLOCK STD.,M-C30/R50/TO.10x29=28+30/BO.10x39=38+40/องศา 250/0/0/300/BB /PRE-10/REB-15,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-285TRCL-09-858,858,GAS TOP LINE,KAW\ ER 6 N '05-11/F '05-11,,M-C40/R60/TO.12x30 Z-NUT องศา 90/-/-/-/-/BO.12x32 EYE+5/PRE-6/REB-15/COM-15/HOSE 90/135/135/90/300/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-285TRCL-09-859,859,GAS TOP LINE,KAW\ ER 6 N '05-11/F '05-11,BOM OK. 26-06-17 SEAL BLOCK STD.,M-C40/R60/TO.12x30 Z-NUT องศา 90/-/-/-/-/BO.12x32 EYE+5/PRE-6/REB-15/COM-15/HOSE 90/135/135/90/300/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-290TRCL-37-858,858,GAS TOP LINE,YAM\TZR 250 '87-90,,M-C25/SP-R35/TO.10x40/BO.12x30/PRE-7/REB-15/COM-L-15/องศา -/90/180/0/460/BB/ปรับเกลียวขึ้น 5 MM. (NEW SETTING),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-290TRCL-37-859,859,GAS TOP LINE,YAM\TZR 250 '87-90,,M-C25/SP-R35/TO.10x40/BO.12x30/PRE-7/REB-15/COM-L-15/องศา -/90/180/0/460/BB/ปรับเกลียวขึ้น 5 MM. (NEW SETTING),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-290TRCL-41-858,858,GAS TOP LINE,CF MOTO\NK 400 '18,,M-C35/R55/TO.12x30/BO.12x32/PRE-8/REB-15/COM-L-15/HOSE -/220/0/30/450/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-290TRCL-41-859,859,GAS TOP LINE,CF MOTO\NK 400 '18,,M-C35/R55/TO.12x30/BO.12x32/PRE-8/REB-15/COM-L-15/HOSE -/220/0/30/450/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-295TRCL-06-858,858,GAS TOP LINE,BEN\752S '19,ECR001682 MR.ASSAWIN แก้ไของศา,M-C20/SP-R50/TO.12x30/BO.12x30/PRE-12/REB-15/COM-L-15/HOSE -/135/180/0/340/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-300TRCL-02-859,859,GAS TOP LINE,YAM\YZF 600 R6 '03-05,NO SPEC HOSE,M-C20/R35/TO.10x30/BO.10x25/สาย-270 องศา /PRE-12 /REB-15/COM-L-10/ปรับเกลียวขึ้น 5 MM. (NEW SETTING),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-300TRCL-20-858,858,GAS TOP LINE,YAM\YZF 1000 R 1 '98-01,,M-C15/R25/TO.10x30/BO.10x25/PRE-10/REB-15/COM-L-15/องศา -/90/0/270/500/BB/ปรับเกลียวขึ้น 5 MM,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-300TRCL-20-859,859,GAS TOP LINE,YAM\YZF 1000 R 1 '98-01,,M-C15/R25/TO.10x30/BO.10x25=24+26/PRE-10/REB-15/COM-L-15/องศา -/90/0/270/500/BB/ปรับเกลียวขึ้น 5 MM. (NEW SETTING),6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-300TRCL-54-858,858,GAS TOP LINE,KAW\Z650 '17,,M-C25/R40/TO.10x30/BO.10x32/PRE-8/REB-15/COM-L-15/องศา -/225/180/0/420/BB/ปรับเกลียวขึ้น 5 MM.,6124,FG-SHOCK,PCS.
2. TOPLINE,SHOCK ABSORBER,GAS,TOP LINE,TOP LINE,TOP LINE,2 years,X,Inserted Card,2 years,X,Inserted Card,MX456-300TRCL-54-859,859,GAS TOP LINE,KAW\Z650 '17,BOM OK. 26-06-17 SEAL BLOCK STD.,M-C25/R40/TO.10x30/BO.10x32/PRE-8/REB-15/COM-L-15/องศา -/225/180/0/420/BB/ปรับเกลียวขึ้น 5 MM. (NEW SETTING),6124,FG-SHOCK,PCS.
